,idx,msg_txt,annotation
623,697,"  It was reported that in the direction of Odessa from the direction of Voznesensk (Mykolaiv region) was hit by a moped  Now there is an air alert in the southern and central regions due to a drone attack.    Several were shot down over the Nikolaev region, also on the approach to the Dnieper in the Kherson region.    Send the news to @our_odessabot 👉🏻 SUBSCRIBE ",1
624,698,"  According to eyewitnesses, several ""mopeds"" were returned in the direction of Odessa from the side of Koblevo. - Nikolaev police chief.    Possible air-raid alert.    Send the news to @our_odessabot 👉🏻 SUBSCRIBE ",1
625,699,"  Israel launches missile strikes on southern Damascus, air defenses repel attack - Syrian State TV.    Explosions are heard over the Syrian capital, two dead and two wounded soldiers are reported.    Damascus International Airport is out of order, the report says.    👉 Subscribe to ZN.UA ",0
626,700,"  Night air attack on Kyiv - KMWA  Preliminary information.    Data is being updated.    Air defense is working.    As of this moment, about 10 air targets have been shot down over the capital.     Air alert continues, stay in shelters!  https//t.me/operativnoZSU ",1
627,701,"  ❗️ An air alert continues in Kiev, KGBA reports the shooting down of 12 Drones  🇺🇦 Ukraine Now ",1
628,702,  Such fragments flew into the windows of Kyiv residents from the fall of an Iranian drone  @antiitforce ,0
629,703,"  Over Kyiv, 16 air targets have already been shot down.    @antiitforce ",1
630,704,"  As of this moment, about 10 air targets have been shot down over the capital, - KMVA.    @antiitforce ",1
631,705,  Already 12 air targets have been shot down over the capital.    @antiitforce ,1
632,706,"  Air defense forces destroy nine Shahed drones and one missile flying in the direction of Dnipro over Dnipropetrovsk and Zaporizhzhia regions - PMC ""Vostok""  @antiitforce ",1
633,707,  Voltage surges are observed again  Disconnect electrical appliances from the mains  send news @novosti_kieva_bot 👉SUBSCRIBE ,0
634,709,"  As of this moment, 16 air targets have been shot down over the capital.  send news @novosti_kieva_bot 👉SUBSCRIBE ",1
635,710,"  The power is being restored to those whose electricity was cut off. Apparently, works were carried out at the TPP  send news @novosti_kieva_bot 👉SUBSCRIBE ",0
636,711,  It is reported that up to 5 UAVs remain over Kyiv region  We remind you that not all of them may be on the radar due to their small size and low flight altitude.    send news @novosti_kieva_bot 👉SUBSCRIBE ,1
637,712,"  Preliminary information from KCIA Data is being updated.    Air defense is working.    As of this moment, 12 air targets have been shot down over the capital.    send news @novosti_kieva_bot 👉SUBSCRIBE ",1
638,713,"  As of this moment, 16 air targets were shot down over the capital, according to the Kyiv City Military Administration. ",1
639,714,  Explosions are heard in Kyiv and the suburbs. ,1
640,715,  Sixteen drones have already been shot down over Kiev!    Thanks to the air defense 🙏  🇺🇦 Ukraine Now ,1
641,716,  There is a preliminary hit to the energy infrastructure facility in Kyiv region.    @antiitforce ,1
642,717,"  Russians have launched several waves of drones. They are targeting critical infrastructure facilities, - Head of Kyiv Regional Military Administration Oleksiy Kuleba.    👉 Subscribe to ZN.UA ",1
643,718,  As a result of explosions in Kyiv region - large voltage surges. Turn off electrical appliances. ,0
644,720,"  ""It is loud in the region and the capital. Night attack by drones.  The Russians have launched several waves of shahed drones. They are aiming at critical infrastructure facilities. Air defense is working out"", - Oleksiy Kuleba  I see reports that as a result of the explosions in the Kyiv region, there are large voltage surges in the power grid.    @antiitforce ",1
645,722,  ⚡️ Successful work of air defense in Kyiv region  - 1 shahid  🇺🇦Real War ,1
646,721,"  UAV wreckage damaged balconies and windows of apartment buildings in Desnianskyi district damaged balconies and windows in a high-rise building, - KCMA  There is no fire. Information on the victims is being clarified.    🇺🇦Real War ",1
648,724,"  ❗️Kyiv, Sumy, Kharkiv and Poltava regions, threat of Shahids attack  Also in most regions there is an air alert.     🇺🇦Real War ",1
649,725,"  We will live with electricity restrictions until the end of the heating season - and this must be accepted - Halushchenko  The Minister of Energy stressed that the key goal now is to ensure that these blackouts are planned and predictable.    ""It is necessary that people clearly understand when these hours are, and that distribution system operators clearly adhere to the schedules in which they have to disconnect consumers. And we are moving towards this. Of course, it is difficult to predict due to the threat of new shelling, but the key is that all the mechanisms have already been developed.""    🇺🇦Real War ",0
650,726,"  POW medical worker from Cherkasy region returned as part of a large exchange  Yulia was captured by Russia together with her husband Oleksandr, whom they married at Azovstal. However, only Oleksandr was released on September 21. Since yesterday the couple is together again.     🇺🇦The Real War ",0
651,727,"  Ukrainian Navy demonstrated liquidation of anti-ship mine, which was washed up on the shores of Odesa  🇺🇦Real War ",0
653,729,"  It is especially gratifying to realize that HIMARS completely destroyed up to 600 mobilized Rusas in Makiivka.    I want to see the tears and deep ""grief"" of the relatives of these dead Russians. ",0
654,730,"  Russians use Chinese ""AeroScope"" systems to detect drones of the Armed Forces of Ukraine.    It is manufactured by the Chinese company DJI... ",0
655,731,  This is how Kyiv looked like on New Year's Eve.    Powerful searchlights helped the military to see Russian UAVs.    Let me remind you that 45 drones were shot down in the capital during the first day after the onset of 2023. ,0
656,732,  Consequences of the massive attack by Russian drones in Kyiv. Photos from January 1 ,0
657,733,"  Night air attack on Kyiv.    Preliminary information.    Data are being updated.    During the air alert, 20 air targets were shot down over the capital.    🇺🇦 Ukraine Now ",1
658,734,"  Cancel the alarm in Kiev and other regions. We can sleep, thanks to the air defense 🙏  🇺🇦 Ukraine Now ",0
659,735,  🚨 AIR ALERT  Threat of a drone attack. Also possible missile launches(Attention area)  Send news 👉 @Kharkiv_Lifebot 👉 SUBSCRIBE ,1
660,737,  🇺🇦🤝The two banks of the Kherson region are united Ukraine.     Ukrainians in the liberated and temporarily occupied territories are listening to President Volodymyr Zelenskyy's New Year's address.    👉 Subscribe to ZN.UA ,0
661,736,"  Night air attack on Kyiv.    During the air alert over the capital, 20 air targets were shot down, - KCIA reported  The data are preliminary and are being updated  https//t.me/operativnoZSU ",0
662,738,"  Czech Republic suspends cooperation with Russia in nuclear research - Czech Radio.    The process of refusing to cooperate with the Russian Joint Institute for Nuclear Research was launched in April, after Russia's full-scale invasion of Ukraine, on December 31, 2022, cooperation came to an end.     ""Retaining membership could be interpreted by Russia as continuing scientific cooperation in a strategic area and indirectly as ignoring the fact that the Russian Federation is committing unprecedented violations of the international legal order and human rights,"" the ruling says.     According to the Czech Ministry of Education, the benefits of cooperation were undeniable, but the termination of membership in the organization will not be a significant restriction for Czech research.    👉 Subscribe to ZN.UA ",0
663,739,"  According to preliminary data, 20 air targets were shot down over Kyiv, - KMIA.    @antiitforce ",1
664,740,"  Two Syrian soldiers were killed during an Israeli airstrike on Damascus airport - Syrian news agency SANA.    In addition to the dead, according to some reports, two more people were injured.    👉 Subscribe to ZN.UA ",0
665,741,"  Mobilization in Ukraine has not stopped since February 24 and goes according to plan, - NSDC Secretary Oleksiy Danilov.    ""As many people as our Armed Forces need, the recruitment centers call to our army those people who the Armed Forces consider necessary for this period of time.    Mobilization has not ended, this is not classified information,"" he said during the telethon.     **In November, the Verkhovna Rada extended martial law and general mobilization in the country for 90 days, until February 19, 2023.    Currently, there is no need for additional mobilization, the Ministry of Defense emphasizes. At the same time, there may be a need for certain specialists, their conscription is perceived in society as ""new waves"" of mobilization.    👉 Subscribe to ZN.UA ",0
666,742,"  This morning a Ukrainian UAV attacked the Klimovsky district of the Bryansk region, - Governor Alexander Bogomaz.    According to the official, as a result of the strike, the power supply facility was damaged, which is why there is no electricity in the village.    Bogomaz claims that there were no casualties after the attack.    We are waiting for details.    👉 Subscribe to ZN.UA ",0
667,766,"  Kremlin propagandist Vladimir Solovyov also confirmed hitting the occupants' base in Makeyevka.    It seems that one of Putin's main ""mouthpieces"" is trying to hide something. So much so that he threatens his own viewers and colleagues with prison.    👉 Subscribe to ZN.UA ",0
668,744,"  Russian publics publish the first photos with the consequences of a possible UAV strike on a power facility near Klimovo, Bryansk region.     We are waiting for more detailed information.    👉 Subscribe to ZN.UA ",0
